id,case_number,date,block,primary_type,description,location_description,latitude,longitude
14122176,JK163247,2026-02-26T18:15:00.000,015XX S FAIRFIELD AVE,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,STREET,41.861359279,-87.694400341
14121953,JK163151,2026-02-26T18:10:00.000,011XX W 61ST ST,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,41.783272695,-87.652655074
14122180,JK163174,2026-02-26T18:10:00.000,040XX S LAKE PARK AVE,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,41.820982288,-87.601400234
14122237,JK163144,2026-02-26T18:04:00.000,027XX W 38TH PL,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,RESIDENCE,41.823732931,-87.69296948
14121920,JK163140,2026-02-26T18:00:00.000,0000X N KEELER AVE,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,41.881327267,-87.730592602
14122276,JK163349,2026-02-26T18:00:00.000,054XX S MICHIGAN AVE,ASSAULT,SIMPLE,APARTMENT,41.795730196,-87.622492022
14122865,JK164247,2026-02-26T18:00:00.000,010XX N CALIFORNIA AVE,THEFT,THEFT FROM MOTOR VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),41.899665821,-87.696799239
14122420,JK163630,2026-02-26T18:00:00.000,088XX S BURLEY AVE,ASSAULT,SIMPLE,STREET,41.734866441,-87.54577681
14122461,JK163622,2026-02-26T18:00:00.000,072XX S HONORE ST,THEFT,THEFT FROM MOTOR VEHICLE,STREET,41.762365534,-87.669821084
14122410,JK163595,2026-02-26T18:00:00.000,017XX N DRAKE AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.91310513,-87.715024627
14122382,JK163500,2026-02-26T18:00:00.000,061XX W GRAND AVE,BURGLARY,BURGLARY FROM MOTOR VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),41.921156051,-87.778841916
14122006,JK163115,2026-02-26T18:00:00.000,070XX W NEWPORT AVE,BATTERY,SIMPLE,STREET,41.94261939,-87.802217133
14123194,JK164551,2026-02-26T18:00:00.000,004XX E WATERSIDE DR,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,41.886915622,-87.616612361
14125672,JK166942,2026-02-26T18:00:00.000,029XX N AVERS AVE,THEFT,OVER $500,STREET,41.934261143,-87.723376196
14122108,JK163124,2026-02-26T17:58:00.000,106XX S WENTWORTH AVE,ASSAULT,AGGRAVATED - HANDGUN,DAY CARE CENTER,41.701407493,-87.628127503
14121987,JK163129,2026-02-26T17:57:00.000,026XX W FLETCHER ST,BATTERY,SIMPLE,OTHER (SPECIFY),41.938545295,-87.693700256
14122193,JK163146,2026-02-26T17:52:00.000,030XX N HAUSSEN CT,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,41.936563527,-87.723372633
14121943,JK163122,2026-02-26T17:50:00.000,117XX S CHURCH ST,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,41.680752446,-87.671293454
14122189,JK163119,2026-02-26T17:49:00.000,006XX N WELLS ST,THEFT,RETAIL THEFT,SMALL RETAIL STORE,41.894408446,-87.634143853
14122094,JK163211,2026-02-26T17:42:00.000,029XX N SPRINGFIELD AVE,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,41.934632679,-87.724611205
14122102,JK163106,2026-02-26T17:41:00.000,018XX N LAWNDALE AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,ATHLETIC CLUB,41.914403235,-87.719130719
14121992,JK163080,2026-02-26T17:40:00.000,010XX W 47TH ST,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,41.808783752,-87.651299346
14122010,JK163103,2026-02-26T17:34:00.000,033XX W 21ST ST,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,41.853565259,-87.708304973
14124526,JK166221,2026-02-26T17:30:00.000,112XX S DR MARTIN LUTHER KING JR DR,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,RESIDENCE - YARD (FRONT / BACK),41.689962211,-87.613292647
14122495,JK163613,2026-02-26T17:30:00.000,050XX N MOZART ST,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.972863926,-87.700049897
14122945,JK164311,2026-02-26T17:30:00.000,057XX S CALUMET AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.790597548,-87.617495642
14121935,JK163107,2026-02-26T17:30:00.000,005XX W MADISON ST,ASSAULT,SIMPLE,RESTAURANT,41.881883933,-87.640060441
14123958,JK164692,2026-02-26T17:30:00.000,026XX N CLARK ST,THEFT,RETAIL THEFT,SMALL RETAIL STORE,41.930906002,-87.644017035
14122379,JK163486,2026-02-26T17:30:00.000,049XX S KNOX AVE,THEFT,THEFT FROM MOTOR VEHICLE,STREET,41.803059801,-87.73936261
14122036,JK163216,2026-02-26T17:30:00.000,022XX W GRAND AVE,BURGLARY,FORCIBLE ENTRY,RESTAURANT,41.890719773,-87.683115438
14122162,JK163134,2026-02-26T17:30:00.000,004XX E 40TH ST,ASSAULT,SIMPLE,APARTMENT,41.821135326,-87.6152112
14126125,JK168009,2026-02-26T17:20:00.000,017XX W NELSON ST,CRIMINAL TRESPASS,TO LAND,APARTMENT,41.936921907,-87.671634975
14121994,JK163093,2026-02-26T17:20:00.000,048XX N NEWCASTLE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.969475206,-87.797688068
14121914,JK163112,2026-02-26T17:15:00.000,023XX E 72ND ST,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,ALLEY,41.764427308,-87.567181002
14121941,JK163090,2026-02-26T17:15:00.000,027XX N CALIFORNIA AVE,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,ATHLETIC CLUB,41.930896787,-87.697587655
14122002,JK163094,2026-02-26T17:15:00.000,0000X W 69TH ST,INTERFERENCE WITH PUBLIC OFFICER,RESIST / OBSTRUCT / DISARM OFFICER,CTA TRAIN,41.769185486,-87.625732415
14121929,JK163087,2026-02-26T17:15:00.000,027XX N CALIFORNIA AVE,THEFT,FROM BUILDING,ATHLETIC CLUB,41.930896787,-87.697587655
14121956,JK163070,2026-02-26T17:14:00.000,036XX S PAULINA ST,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,41.828173356,-87.667898146
14122013,JK163038,2026-02-26T17:09:00.000,039XX W 26TH ST,ASSAULT,SIMPLE,MEDICAL / DENTAL OFFICE,41.844263151,-87.723798692
14121965,JK163052,2026-02-26T17:06:00.000,082XX S EXCHANGE AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,41.745869517,-87.552784306
14121990,JK163089,2026-02-26T17:06:00.000,023XX S PULASKI RD,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,41.849473819,-87.724703518
14122079,JK163230,2026-02-26T17:00:00.000,041XX N CALIFORNIA AVE,THEFT,$500 AND UNDER,APARTMENT,41.956572978,-87.698317823
14122873,JK164189,2026-02-26T17:00:00.000,037XX W CORTLAND ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.915409152,-87.720958134
14125223,JK166943,2026-02-26T17:00:00.000,002XX E CHICAGO AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,HOSPITAL BUILDING / GROUNDS,41.896772914,-87.621464432
14123872,JK163041,2026-02-26T17:00:00.000,011XX N LARRABEE ST,OTHER OFFENSE,TELEPHONE THREAT,POLICE FACILITY / VEHICLE PARKING LOT,41.903113054,-87.643199348
14122031,JK163073,2026-02-26T17:00:00.000,037XX W 81ST ST,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,41.745936374,-87.715781072
14122270,JK163296,2026-02-26T17:00:00.000,0000X E LAKE ST,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),41.885729338,-87.625780935
14121883,JK163050,2026-02-26T16:50:00.000,027XX N MILWAUKEE AVE,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,STREET,41.930737828,-87.710139347
14121889,JK163022,2026-02-26T16:47:00.000,015XX N MILWAUKEE AVE,THEFT,RETAIL THEFT,GROCERY FOOD STORE,41.909909583,-87.676734048
14124808,JK166442,2026-02-26T16:45:00.000,013XX S WABASH AVE,BURGLARY,UNLAWFUL ENTRY,APARTMENT,41.86523533,-87.625783004
14121906,JK163026,2026-02-26T16:45:00.000,043XX N SHERIDAN RD,THEFT,RETAIL THEFT,GROCERY FOOD STORE,41.96137851,-87.65474101
14121952,JK163029,2026-02-26T16:35:00.000,050XX N CLARK ST,ROBBERY,STRONG ARM - NO WEAPON,SIDEWALK,41.972759229,-87.667954501
14121871,JK163032,2026-02-26T16:34:00.000,028XX W POLK ST,NARCOTICS,POSSESS - CRACK,STREET,41.871057281,-87.696837157
14122385,JK163531,2026-02-26T16:30:00.000,046XX N MARINE DR,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.965972307,-87.648731817
14123697,JK165024,2026-02-26T16:30:00.000,018XX W HARRISON ST,THEFT,THEFT FROM MOTOR VEHICLE,HOTEL / MOTEL,41.874095762,-87.673124235
14121917,JK163014,2026-02-26T16:30:00.000,016XX N WASHTENAW AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,41.910869059,-87.694557108
14121928,JK163016,2026-02-26T16:29:00.000,011XX S CLARK ST,THEFT,RETAIL THEFT,SMALL RETAIL STORE,41.86821682,-87.6304532
14121912,JK163062,2026-02-26T16:20:00.000,0000X N DEARBORN ST,BATTERY,SIMPLE,CTA PLATFORM,41.882381731,-87.629412971
14121868,JK162995,2026-02-26T16:20:00.000,044XX W 16TH ST,NARCOTICS,FOUND SUSPECT NARCOTICS,VACANT LOT / LAND,41.858703246,-87.736296722
14121918,JK163004,2026-02-26T16:20:00.000,007XX W GARFIELD BLVD,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),41.794321624,-87.643982631
14122157,JK163001,2026-02-26T16:16:00.000,036XX S ARCHER AVE,ROBBERY,STRONG ARM - NO WEAPON,DEPARTMENT STORE,41.827373751,-87.682568055
14122469,JK163700,2026-02-26T16:15:00.000,132XX S CORLISS AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,41.655440547,-87.60232615
14122072,JK162984,2026-02-26T16:10:00.000,016XX W 81ST ST,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,41.746705412,-87.663950624
14121885,JK162968,2026-02-26T16:06:00.000,004XX E 111TH ST,BATTERY,SIMPLE,STREET,41.692744415,-87.612767328
14123053,JK163704,2026-02-26T16:05:00.000,038XX N MONTICELLO AVE,THEFT,THEFT FROM MOTOR VEHICLE,RESIDENCE,41.951089858,-87.718962454
14121964,JK163168,2026-02-26T16:00:00.000,128XX S SAGINAW AVE,CRIMINAL TRESPASS,TO LAND,RESIDENCE,41.661970168,-87.558058233
14126413,JK168578,2026-02-26T16:00:00.000,017XX N HONORE ST,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,41.913221908,-87.673867455
14123347,JK164586,2026-02-26T16:00:00.000,022XX S HALSTED ST,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,OTHER (SPECIFY),41.851436512,-87.646460241
14126294,JK168422,2026-02-26T16:00:00.000,025XX W DIVISION ST,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,41.902988981,-87.689885947
14126658,JK167811,2026-02-26T15:57:00.000,024XX N CAMPBELL AVE,THEFT,FROM BUILDING,RESIDENCE - PORCH / HALLWAY,41.925803058,-87.690116092
14125038,JK163755,2026-02-26T15:55:00.000,012XX N CLYBOURN AVE,ASSAULT,SIMPLE,SIDEWALK,41.90406511,-87.63997849
14121881,JK162976,2026-02-26T15:55:00.000,033XX W MADISON ST,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,PARKING LOT / GARAGE (NON RESIDENTIAL),41.88093546,-87.709132611
14123063,JK163509,2026-02-26T15:54:00.000,026XX N CLARK ST,THEFT,RETAIL THEFT,SMALL RETAIL STORE,41.930906002,-87.644017035
14121915,JK162950,2026-02-26T15:52:00.000,045XX S WESTERN BLVD,THEFT,RETAIL THEFT,SMALL RETAIL STORE,41.810693516,-87.683929054
14122161,JK163185,2026-02-26T15:52:00.000,010XX N LEAMINGTON AVE,ROBBERY,ARMED - HANDGUN,STREET,41.899257545,-87.75447609
14121981,JK163002,2026-02-26T15:50:00.000,008XX N NOBLE ST,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,CHA APARTMENT,41.896956409,-87.662424292
14121893,JK162957,2026-02-26T15:50:00.000,003XX N WABASH AVE,CRIMINAL TRESPASS,TO LAND,RESTAURANT,41.887289694,-87.626490873
14122067,JK162998,2026-02-26T15:49:00.000,081XX S MARYLAND AVE,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,41.746641335,-87.603835632
14121839,JK162964,2026-02-26T15:46:00.000,109XX S DOTY AVE E,THEFT,$500 AND UNDER,DEPARTMENT STORE,41.695908161,-87.595822806
14121968,JK162948,2026-02-26T15:41:00.000,091XX S DOBSON AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,41.728761607,-87.598579407
14121903,JK162963,2026-02-26T15:40:00.000,007XX W 54TH ST,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,APARTMENT,41.796143167,-87.644329841
14122092,JK163153,2026-02-26T15:40:00.000,069XX S MERRILL AVE,BATTERY,SIMPLE,SCHOOL - PUBLIC BUILDING,41.769014078,-87.572709347
14122191,JK162941,2026-02-26T15:36:00.000,013XX N PARKSIDE AVE,ASSAULT,SIMPLE,RESIDENCE,41.904478928,-87.766951871
14121874,JK162965,2026-02-26T15:36:00.000,066XX S KIMBARK AVE,BATTERY,SIMPLE,SCHOOL - PUBLIC GROUNDS,41.774093347,-87.594513536
14123514,JK164906,2026-02-26T15:32:00.000,019XX W PERSHING RD,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,41.823264592,-87.673257789
14121901,JK163048,2026-02-26T15:30:00.000,044XX S GREENWOOD AVE,DECEPTIVE PRACTICE,FORGERY,APARTMENT,41.814009772,-87.599355675
14127077,JK169168,2026-02-26T15:30:00.000,081XX S VINCENNES AVE,ASSAULT,SIMPLE,SCHOOL - PUBLIC GROUNDS,41.74621174,-87.635406033
14121861,JK163043,2026-02-26T15:30:00.000,066XX S KIMBARK AVE,BATTERY,SIMPLE,SCHOOL - PUBLIC GROUNDS,41.774093347,-87.594513536
14122374,JK163484,2026-02-26T15:30:00.000,070XX W MEDILL AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER (SPECIFY),41.922332682,-87.801327143
14121896,JK163051,2026-02-26T15:29:00.000,013XX W CHASE AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,42.013929731,-87.665015933
14121909,JK162916,2026-02-26T15:28:00.000,015XX W MONROE ST,BURGLARY,BURGLARY FROM MOTOR VEHICLE,ALLEY,41.880195761,-87.664979164
14122610,JK163784,2026-02-26T15:23:00.000,0000X E GRAND AVE,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DEPARTMENT STORE,41.891694878,-87.626155832
14121986,JK162903,2026-02-26T15:22:00.000,032XX W CERMAK RD,BATTERY,SIMPLE,GAS STATION,41.851761264,-87.705602716
14124723,JK165750,2026-02-26T15:20:00.000,046XX W FOSTER AVE,THEFT,RETAIL THEFT,SMALL RETAIL STORE,41.975370278,-87.744023432
14121851,JK162899,2026-02-26T15:16:00.000,012XX W 63RD ST,CRIMINAL TRESPASS,TO LAND,RESTAURANT,41.779605366,-87.654813009
14124114,JK165558,2026-02-26T15:15:00.000,041XX S ARCHER AVE,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER (SPECIFY),41.818932792,-87.696352058
14122096,JK162967,2026-02-26T15:15:00.000,060XX W BLOOMINGDALE AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,41.912896261,-87.776080775
14121807,JK162925,2026-02-26T15:14:00.000,080XX S LAFAYETTE AVE,THEFT,$500 AND UNDER,RESIDENCE - YARD (FRONT / BACK),41.748424975,-87.625751563
14122077,JK162981,2026-02-26T15:09:00.000,039XX W 70TH PL,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,RESIDENCE,41.76502302,-87.720905754
14121998,JK163157,2026-02-26T15:09:00.000,065XX W FOSTER AVE,THEFT,THEFT FROM MOTOR VEHICLE,STREET,41.975629141,-87.790976402
14122408,JK163566,2026-02-26T15:00:00.000,044XX S CALUMET AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,41.814104479,-87.618286757
14122538,JK163814,2026-02-26T15:00:00.000,015XX W CHICAGO AVE,BURGLARY,BURGLARY FROM MOTOR VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),41.89608765,-87.666392886
14122235,JK163348,2026-02-26T15:00:00.000,055XX W OHIO ST,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.891101561,-87.764341225
14124472,JK163191,2026-02-26T15:00:00.000,013XX N MASSASOIT AVE,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,SCHOOL - PUBLIC BUILDING,41.904650055,-87.769382218
14122844,JK164203,2026-02-26T15:00:00.000,010XX W BRYN MAWR AVE,THEFT,OVER $500,COMMERCIAL / BUSINESS OFFICE,41.983673036,-87.657174571
14121838,JK162887,2026-02-26T15:00:00.000,056XX S EMERALD AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,41.791664513,-87.643875422
14125843,JK167677,2026-02-26T15:00:00.000,011XX W 18TH ST,OFFENSE INVOLVING CHILDREN,CONTRIBUTE TO THE DELINQUENCY OF CHILD,SMALL RETAIL STORE,41.857988682,-87.654117214
14122326,JK163447,2026-02-26T15:00:00.000,087XX S KINGSTON AVE,DECEPTIVE PRACTICE,FORGERY,APARTMENT,41.736370612,-87.562410769
14121873,JK162873,2026-02-26T14:59:00.000,013XX S KARLOV AVE,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,41.863797393,-87.727541335
14121773,JK162871,2026-02-26T14:51:00.000,006XX N KEDZIE AVE,NARCOTICS,POSSESS - CRACK,ALLEY,41.892372642,-87.706461327
14121848,JK162946,2026-02-26T14:50:00.000,049XX W SCHUBERT AVE,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,41.929678531,-87.749824286
14123058,JK163533,2026-02-26T14:50:00.000,053XX W GALEWOOD AVE,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,41.915108689,-87.760031412
14121804,JK162841,2026-02-26T14:41:00.000,046XX W IRVING PARK RD,THEFT,RETAIL THEFT,GROCERY FOOD STORE,41.953443342,-87.744957048
14122637,JK163748,2026-02-26T14:40:00.000,015XX W 95TH ST,BATTERY,SIMPLE,SCHOOL - PUBLIC GROUNDS,41.721224132,-87.662013664
14121786,JK162849,2026-02-26T14:36:00.000,049XX W HENDERSON ST,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,ALLEY,41.941513502,-87.750734541
14121794,JK162851,2026-02-26T14:30:00.000,044XX N BROADWAY,THEFT,RETAIL THEFT,DEPARTMENT STORE,41.963070794,-87.655984213
14121802,JK162898,2026-02-26T14:30:00.000,022XX W CERMAK RD,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,OTHER (SPECIFY),41.852093721,-87.681051227
14126487,JK168528,2026-02-26T14:30:00.000,035XX N HALSTED ST,THEFT,$500 AND UNDER,MEDICAL / DENTAL OFFICE,41.945688582,-87.649437757
14121795,JK162891,2026-02-26T14:30:00.000,022XX W CERMAK RD,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER (SPECIFY),41.852093721,-87.681051227
14122070,JK162858,2026-02-26T14:29:00.000,020XX W FARGO AVE,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,42.016479095,-87.682207621
14121931,JK162986,2026-02-26T14:22:00.000,027XX N MILWAUKEE AVE,THEFT,RETAIL THEFT,DEPARTMENT STORE,41.931574051,-87.711516699
14121863,JK162885,2026-02-26T14:15:00.000,087XX S MORGAN ST,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,41.735082595,-87.648470792
14121882,JK163060,2026-02-26T14:15:00.000,009XX W 54TH ST,THEFT,$500 AND UNDER,RESIDENCE - YARD (FRONT / BACK),41.795993831,-87.648728513
14125683,JK166652,2026-02-26T14:15:00.000,006XX N LA SALLE DR,THEFT,RETAIL THEFT,SMALL RETAIL STORE,41.893469034,-87.632648229
14121855,JK162994,2026-02-26T14:15:00.000,013XX W 95TH ST,THEFT,OVER $500,SCHOOL - PUBLIC BUILDING,41.721303358,-87.655873595
14122518,JK162815,2026-02-26T14:13:00.000,025XX W DEVON AVE,OTHER OFFENSE,LICENSE VIOLATION,SMALL RETAIL STORE,41.997677668,-87.692758946
14121985,JK162921,2026-02-26T14:10:00.000,075XX S SOUTH SHORE DR,ASSAULT,SIMPLE,SCHOOL - PUBLIC BUILDING,41.760067375,-87.556666012
14121890,JK162876,2026-02-26T14:08:00.000,011XX W JACKSON BLVD,THEFT,RETAIL THEFT,SMALL RETAIL STORE,41.877822179,-87.655181405
14121878,JK163039,2026-02-26T14:08:00.000,057XX S SANGAMON ST,ASSAULT,AGGRAVATED - HANDGUN,STREET,41.78999187,-87.648693371
14123046,JK163688,2026-02-26T14:07:00.000,020XX W MC LEAN AVE,THEFT,$500 AND UNDER,RESIDENCE,41.918500673,-87.678946094
14121756,JK162816,2026-02-26T14:06:00.000,012XX S MILLARD AVE,NARCOTICS,POSSESS - CRACK,SIDEWALK,41.865413217,-87.716611442
14126585,JK168726,2026-02-26T14:00:00.000,077XX S PEORIA ST,OFFENSE INVOLVING CHILDREN,CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,41.753770844,-87.646549669
14121892,JK163056,2026-02-26T14:00:00.000,066XX N BOSWORTH AVE,BATTERY,SIMPLE,SCHOOL - PUBLIC BUILDING,42.002478396,-87.66929687
14121916,JK163021,2026-02-26T14:00:00.000,044XX S DREXEL BLVD,BATTERY,SIMPLE,SCHOOL - PUBLIC GROUNDS,41.814162811,-87.603994347
14122253,JK163328,2026-02-26T14:00:00.000,046XX S RICHMOND ST,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,41.809470933,-87.697913026
14122097,JK163195,2026-02-26T14:00:00.000,082XX S EXCHANGE AVE,THEFT,OVER $500,APARTMENT,41.745869517,-87.552784306
14122415,JK163615,2026-02-26T14:00:00.000,022XX N SHEFFIELD AVE,THEFT,OVER $500,ATHLETIC CLUB,41.922507677,-87.653514209
14122030,JK163156,2026-02-26T14:00:00.000,100XX S HALSTED ST,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),41.711714647,-87.642954141
14123066,JK163519,2026-02-26T14:00:00.000,052XX N SHERIDAN RD,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,41.977225127,-87.655010442
14121765,JK162798,2026-02-26T13:59:00.000,011XX W ARGYLE ST,THEFT,RETAIL THEFT,CONVENIENCE STORE,41.973265598,-87.658329054
14122569,JK163744,2026-02-26T13:50:00.000,0000X S SANGAMON ST,THEFT,OVER $500,COMMERCIAL / BUSINESS OFFICE,41.881394251,-87.650854549
14121923,JK163091,2026-02-26T13:45:00.000,007XX W DIVERSEY PKWY,THEFT,RETAIL THEFT,SMALL RETAIL STORE,41.932738985,-87.648117094
14123038,JK163681,2026-02-26T13:37:00.000,026XX N CLARK ST,THEFT,RETAIL THEFT,SMALL RETAIL STORE,41.930906002,-87.644017035
14125388,JK167182,2026-02-26T13:33:00.000,062XX S STONY ISLAND AVE,BATTERY,SIMPLE,SCHOOL - PUBLIC BUILDING,41.78210152,-87.586502002
14121837,JK162894,2026-02-26T13:30:00.000,0000X N STATE ST,THEFT,RETAIL THEFT,DEPARTMENT STORE,41.882470918,-87.627847625
14122750,JK162884,2026-02-26T13:30:00.000,011XX S WABASH AVE,CRIMINAL TRESPASS,TO LAND,RESTAURANT,41.868322989,-87.625844413
14123518,JK162789,2026-02-26T13:26:00.000,042XX S FAIRFIELD AVE,ASSAULT,AGGRAVATED PROTECTED EMPLOYEE - OTHER DANGEROUS WEAPON,STREET,41.816577321,-87.693231528
14126580,JK168746,2026-02-26T13:23:00.000,079XX S INGLESIDE AVE,OFFENSE INVOLVING CHILDREN,CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,41.750457682,-87.601523984
14121955,JK162902,2026-02-26T13:22:00.000,115XX S MARSHFIELD AVE,ROBBERY,STRONG ARM - NO WEAPON,STREET,41.684198882,-87.662695212
14122018,JK162985,2026-02-26T13:17:00.000,008XX E 76TH ST,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),41.756777987,-87.603709854
14121908,JK163097,2026-02-26T13:16:00.000,009XX W 34TH PL,THEFT,OVER $500,RESIDENCE - PORCH / HALLWAY,41.831732468,-87.649639423
14122066,JK162781,2026-02-26T13:15:00.000,059XX N MILWAUKEE AVE,BATTERY,SIMPLE,COMMERCIAL / BUSINESS OFFICE,41.989012169,-87.779956499
14122109,JK162953,2026-02-26T13:10:00.000,013XX W TOUHY AVE,SEX OFFENSE,PUBLIC INDECENCY,APARTMENT,42.012812725,-87.664523506
14121824,JK162821,2026-02-26T13:06:00.000,065XX S SANGAMON ST,NARCOTICS,MANUFACTURE / DELIVER - CRACK,RESIDENCE,41.775304914,-87.648314341
14121832,JK162784,2026-02-26T13:00:00.000,062XX S SPAULDING AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,41.779572891,-87.705577635
14121997,JK163005,2026-02-26T13:00:00.000,0000X N LOCKWOOD AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.88138324,-87.757545803
