id,case_number,date,block,primary_type,description,location_description,latitude,longitude,gc_address,gc_score,gc_lat,gc_lng,distance_m
14122227,JK163326,2026-02-26T22:15:00.000,004XX W 61ST PL,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,41.782642067,-87.636272391,"4 W 61st St, Chicago, Illinois, 60621",92.66,41.78326631587,-87.625432889519,901.4358704987302
14122226,JK163337,2026-02-26T22:05:00.000,003XX S DEARBORN ST,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,CTA STATION,41.877759656,-87.629287444,"3 S Dearborn St, Chicago, Illinois, 60603",97.71,41.881935457744,-87.629313388505,464.3329366688361
14122217,JK163314,2026-02-26T22:00:00.000,011XX W 63RD ST,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,41.779618724,-87.653822953,"11 W 63rd St, Chicago, Illinois, 60621",96.56,41.780006830844,-87.625497781966,2349.0985709431015
14122389,JK163549,2026-02-26T22:00:00.000,109XX S HALSTED ST,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),41.69522655,-87.642467755,"109 S Halsted St, Chicago, Illinois, 60661",97.68,41.880374860943,-87.647228880815,20591.336808959142
14122575,JK163852,2026-02-26T22:00:00.000,078XX S CREGIER AVE,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,41.752536307,-87.580889521,"S Cregier Ave, Chicago, Illinois, 60617",93.0,41.734282826387,-87.580502471547,2029.9484464958412
14122414,JK163619,2026-02-26T22:00:00.000,029XX E 91ST ST,CRIMINAL TRESPASS,TO VEHICLE,STREET,41.730049397,-87.553305569,"29 E 91st St, Chicago, Illinois, 60619",96.56,41.728989359628,-87.622577668203,5749.701825992612
14122263,JK163339,2026-02-26T22:00:00.000,012XX N LEAVITT ST,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,41.903639709,-87.682157841,"12 N Leavitt St, Chicago, Illinois, 60612",97.68,41.881637497856,-87.681630780048,2446.9231966956568
14122223,JK163315,2026-02-26T21:59:00.000,055XX W CORCORAN PL,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,PARKING LOT / GARAGE (NON RESIDENTIAL),41.88723623,-87.764052345,"W Corcoran Pl, Chicago, Illinois, 60644",93.0,41.887160987221,-87.769117175148,419.35141346397853
14122365,JK163343,2026-02-26T21:53:00.000,085XX S YATES BLVD,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,41.739797974,-87.566059501,"S Yates Blvd, Chicago, Illinois, 60617",92.71,41.72946816089,-87.565817245795,1148.798695618319
14122269,JK163350,2026-02-26T21:50:00.000,026XX N LINCOLN AVE,BATTERY,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),41.929242595,-87.654078463,"N Lincoln Ave, Chicago, Illinois, 60618",93.0,41.934030402391,-87.721367377901,5591.718612476066
14122701,JK163913,2026-02-26T21:50:00.000,025XX W MONTROSE AVE,BATTERY,SIMPLE,HOSPITAL BUILDING / GROUNDS,41.961287044,-87.692796336,"W Montrose Ave, Chicago, Illinois, 60618",93.27,41.961254898983,-87.701857433492,749.2182024020406
14123061,JK163480,2026-02-26T21:46:00.000,030XX S BONFIELD ST,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,41.83923939,-87.653566891,"S Bonfield St, Chicago, Illinois, 60608",93.0,41.839180575155,-87.653492823489,8.967725694471312
14122285,JK163306,2026-02-26T21:45:00.000,092XX S COMMERCIAL AVE,CRIMINAL DAMAGE,TO PROPERTY,BARBERSHOP,41.727872617,-87.551207132,"S Commercial Ave, Chicago, Illinois, 60633",93.75,41.660788501422,-87.550763740129,7459.504156516484
14123084,JK164052,2026-02-26T21:45:00.000,092XX S COMMERCIAL AVE,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",COMMERCIAL / BUSINESS OFFICE,41.727872617,-87.551207132,"S Commercial Ave, Chicago, Illinois, 60633",93.75,41.660788501422,-87.550763740129,7459.504156516484
14122915,JK163331,2026-02-26T21:40:00.000,0000X E WACKER DR,BATTERY,SIMPLE,CONVENIENCE STORE,41.886863814,-87.626851797,"0 E Wacker Dr, Chicago, Illinois, 60601",98.89,41.887011310767,-87.627889005294,87.41311427811604
14122931,JK163319,2026-02-26T21:34:00.000,001XX W WACKER DR,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,41.886815622,-87.631523712,"1 W Wacker Dr, Chicago, Illinois, 60601",97.64,41.886760644562,-87.628349255597,262.85510313183255
14122199,JK163300,2026-02-26T21:30:00.000,013XX W MORSE AVE,BURGLARY,UNLAWFUL ENTRY,APARTMENT,42.007921364,-87.66525544,"W Morse Ave, Chicago, Illinois, 60646",92.39,42.006416865402,-87.763339225686,8105.861979034891
14122216,JK163322,2026-02-26T21:30:00.000,041XX W 77TH PL,ASSAULT,SIMPLE,STREET,41.752691481,-87.724779434,"41 W 77th Pl, Chicago, Illinois, 60620",96.56,41.753627691303,-87.62619778869,8178.375531609738
14122225,JK163298,2026-02-26T21:27:00.000,101XX S HALSTED ST,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,41.709971739,-87.642910529,"101 S Halsted St, Chicago, Illinois, 60661",97.68,41.88044213128,-87.647230617717,18958.82562290391
14122268,JK163352,2026-02-26T21:21:00.000,061XX S MICHIGAN AVE,BURGLARY,HOME INVASION,APARTMENT,41.782945262,-87.622160269,"S Michigan Ave, Chicago, Illinois, 60619",93.27,41.749161527922,-87.621341593615,3757.193400251496
14122258,JK163303,2026-02-26T21:20:00.000,013XX N LOREL AVE,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,APARTMENT,41.90469007,-87.759731564,"13 N Lorel Ave, Chicago, Illinois, 60644",97.64,41.880890507693,-87.758643522881,2647.922583894668
14122203,JK163292,2026-02-26T21:15:00.000,015XX W 99TH ST,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,41.713992177,-87.660960837,"15 W 99th St, Chicago, Illinois, 60628",96.56,41.714380875687,-87.624537199583,3023.618701688646
14122231,JK163329,2026-02-26T21:13:00.000,014XX W 15TH ST,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,41.861517395,-87.662453482,"14 W 15th St, Chicago, Illinois, 60605",96.56,41.862021774497,-87.627618348643,2885.353930523247
14123175,JK163338,2026-02-26T21:10:00.000,026XX W PERSHING RD,THEFT,THEFT FROM MOTOR VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),41.822860928,-87.690633793,"26 W Pershing Rd, Chicago, Illinois, 60609",97.71,41.823765639821,-87.628674057828,5135.1539959453885
14122246,JK163295,2026-02-26T21:09:00.000,104XX S FOREST AVE,BURGLARY,HOME INVASION,RESIDENCE,41.704604493,-87.616132208,"S Forest Ave, Chicago, Illinois, 60619",92.71,41.724860011788,-87.616616102056,2252.6690213897473
14122205,JK163289,2026-02-26T21:08:00.000,004XX S CICERO AVE,NARCOTICS,POSSESS - CRACK,ALLEY,41.874725502,-87.745055388,"4 S Cicero Ave, Chicago, Illinois, 60644",97.68,41.880226070937,-87.745262220383,611.8750302506131
14122179,JK163285,2026-02-26T21:04:00.000,054XX W FERDINAND ST,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.888886505,-87.762039798,"W Ferdinand St, Chicago, Illinois, 60644",93.27,41.889579685186,-87.745671978272,1357.0798492081826
14124349,JK165966,2026-02-26T21:00:00.000,007XX W BELDEN AVE,THEFT,OVER $500,STREET,41.9236412,-87.648001323,"W Belden Ave, Chicago, Illinois, 60639",92.71,41.922814241328,-87.766541283899,9807.662801324333
14123468,JK164788,2026-02-26T21:00:00.000,081XX S ALBANY AVE,DECEPTIVE PRACTICE,FINANCIAL EXPLOITATION OF AN ELDERLY OR DISABLED PERSON,RESIDENCE,41.745286944,-87.699828829,"81 S Albany Ave, Chicago, Illinois, 60612",97.68,41.879871615783,-87.7028818092,14967.27151749814
14122476,JK163635,2026-02-26T21:00:00.000,050XX S PRINCETON AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.802714321,-87.633205102,"S Princeton Ave, Chicago, Illinois, 60609",93.52,41.82598981667,-87.633825294846,2588.627349963206
14126445,JK168331,2026-02-26T21:00:00.000,058XX N ARTESIAN AVE,THEFT,$500 AND UNDER,OTHER (SPECIFY),41.987686085,-87.690799295,"N Artesian Ave, Chicago, Illinois, 60625",93.27,41.980428198481,-87.690581412892,807.2410675964285
14122546,JK163787,2026-02-26T21:00:00.000,0000X W SCHILLER ST,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,41.907842927,-87.631234669,"0 W Schiller St, Chicago, Illinois, 60610",98.89,41.907856800725,-87.628880497462,194.82202582493497
14122624,JK163548,2026-02-26T21:00:00.000,045XX N KILBOURN AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,41.963468369,-87.741301925,"45 N Kilbourn Ave, Chicago, Illinois, 60624",97.74,41.881518974418,-87.73784625667,9116.840961090522
14126806,JK168853,2026-02-26T21:00:00.000,040XX S MONTGOMERY AVE,THEFT,OVER $500,RESIDENCE - GARAGE,41.820101087,-87.692759865,"S Montgomery Ave, Chicago, Illinois, 60632",93.75,41.819682169297,-87.692328772419,58.70271454247654
14122256,JK163286,2026-02-26T21:00:00.000,002XX S MICHIGAN AVE,ASSAULT,SIMPLE,RESTAURANT,41.879235852,-87.624347038,"2 S Michigan Ave, Chicago, Illinois, 60603",97.74,41.882064113041,-87.6245390497,314.8897797296
14124689,JK166414,2026-02-26T21:00:00.000,035XX W IRVING PARK RD,THEFT,$500 AND UNDER,RESTAURANT,41.953812687,-87.715998923,"35 Irving Park Rd, Bensenville, Illinois, 60106",96.48,41.960972585038,-87.938471310576,18413.287391972826
14122215,JK163267,2026-02-26T20:51:00.000,037XX E 106TH ST,PROSTITUTION,OTHER PROSTITUTION OFFENSE,COMMERCIAL / BUSINESS OFFICE,41.70272362,-87.533648902,"E 106th St, Chicago, Illinois, 60617",92.05,41.702725637163,-87.535173993702,126.61157355907656
14122181,JK163287,2026-02-26T20:39:00.000,015XX W 69TH ST,INTERFERENCE WITH PUBLIC OFFICER,RESIST / OBSTRUCT / DISARM OFFICER,STREET,41.768561722,-87.663125948,"15 W 69th St, Chicago, Illinois, 60621",96.56,41.769123064246,-87.625846754585,3092.32177697367
14122209,JK163269,2026-02-26T20:36:00.000,054XX S KEDZIE AVE,THEFT,RETAIL THEFT,SMALL RETAIL STORE,41.794172544,-87.70357593,"54 S Kedzie Ave, Chicago, Illinois, 60612",97.68,41.880253584613,-87.706197284992,9574.238230006289
14122186,JK163308,2026-02-26T20:35:00.000,031XX W OHIO ST,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,SIDEWALK,41.891915276,-87.704622069,"31 W Ohio St, Chicago, Illinois, 60654",97.56,41.892417695836,-87.629305627001,6234.479712049521
14122332,JK163448,2026-02-26T20:30:00.000,035XX S COTTAGE GROVE AVE,ASSAULT,SIMPLE,APARTMENT,41.830530933,-87.610277459,"35 S Cottage Grove Ave, Glenwood, Illinois, 60425",95.81,41.545274635135,-87.597270047978,31737.437807188177
14122558,JK163701,2026-02-26T20:30:00.000,058XX W LELAND AVE,THEFT,OVER $500,RESIDENCE,41.965871846,-87.774049268,"W Leland Ave, Chicago, Illinois, 60625",92.71,41.966505670268,-87.720637804237,4416.506066185142
14122200,JK163305,2026-02-26T20:20:00.000,026XX W 38TH ST,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,41.824695984,-87.690479691,"W 38th St, Chicago, Illinois, 60609",91.67,41.825409363063,-87.639788841022,4201.02995696448
14122098,JK163246,2026-02-26T20:12:00.000,014XX N CICERO AVE,ASSAULT,SIMPLE,DEPARTMENT STORE,41.90690686,-87.746049479,"14 N Cicero Ave, Chicago, Illinois, 60644",97.68,41.880688819768,-87.745329761913,2915.921653272567
14122210,JK163268,2026-02-26T20:05:00.000,045XX W CONGRESS PKWY,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,41.87418995,-87.738579646,"W Congress Pkwy, Chicago, Illinois, 60644",93.52,41.873956507135,-87.75242879243,1146.9651782065077
14122177,JK163241,2026-02-26T20:01:00.000,073XX S LOWE AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,41.760867844,-87.6406462,"S Lowe Ave, Chicago, Illinois, 60620",92.05,41.730363810622,-87.639817582702,3392.5903239565246
14122207,JK163254,2026-02-26T20:00:00.000,034XX W PIERCE AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,41.909115977,-87.713167466,"W Pierce Ave, Chicago, Illinois, 60651",92.71,41.909150379159,-87.711872678006,107.21434004721658
14122159,JK163262,2026-02-26T20:00:00.000,001XX W CERMAK RD,ROBBERY,ARMED - HANDGUN,CTA PLATFORM,41.852868298,-87.63091491,"1 W Cermak Rd, Chicago, Illinois, 60608",97.64,41.852026708355,-87.688096551079,4737.009262387527
14122158,JK163243,2026-02-26T20:00:00.000,052XX N LINCOLN AVE,THEFT,RETAIL THEFT,GROCERY FOOD STORE,41.977017622,-87.692447486,"N Lincoln Ave, Chicago, Illinois, 60618",93.0,41.934030402391,-87.721367377901,5344.808729063268
14122185,JK163256,2026-02-26T20:00:00.000,066XX S LANGLEY AVE,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,41.774276903,-87.608248087,"S Langley Ave, Chicago, Illinois, 60619",93.0,41.749289501386,-87.60760795958,2778.979527839726
14122767,JK164007,2026-02-26T20:00:00.000,046XX S KEELER AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.809015971,-87.728523575,"46 S Keeler Ave, Chicago, Illinois, 60624",97.68,41.880545905709,-87.730611780678,7955.646553730241
14122744,JK164023,2026-02-26T20:00:00.000,006XX N FRANKLIN ST,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),41.894335261,-87.635646869,"6 N Franklin St, Chicago, Illinois, 60606",97.71,41.882263974672,-87.635398949814,1342.4226767951588
14122456,JK163555,2026-02-26T20:00:00.000,001XX S LAVERGNE AVE,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,41.879187738,-87.74937318,"1 S Lavergne Ave, Chicago, Illinois, 60644",97.74,41.880354332458,-87.749308478755,129.82993547284107
14122524,JK163692,2026-02-26T20:00:00.000,092XX S DOBSON AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,DRIVEWAY - RESIDENTIAL,41.727164159,-87.598538995,"S Dobson Ave, Chicago, Illinois, 60619",92.71,41.728527364617,-87.598577429602,151.6151018208857
14122201,JK163294,2026-02-26T20:00:00.000,021XX E 71ST ST,BATTERY,SIMPLE,GROCERY FOOD STORE,41.766102387,-87.573539169,"21 E 71st St, Chicago, Illinois, 60619",96.56,41.765350057797,-87.624172804153,4200.258642295382
14122184,JK163283,2026-02-26T20:00:00.000,036XX W LEXINGTON ST,ASSAULT,SIMPLE,STREET,41.871729015,-87.716848135,"W Lexington St, Chicago, Illinois, 60644",93.27,41.871107281461,-87.751304269849,2853.82962270346
14122182,JK163239,2026-02-26T19:53:00.000,010XX W MONROE ST,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,41.880395873,-87.652793028,"10 W Monroe St, Chicago, Illinois, 60612",97.64,41.880156752598,-87.698942901426,3820.804783655226
14122152,JK163251,2026-02-26T19:53:00.000,029XX S DEARBORN ST,CRIMINAL TRESPASS,TO LAND,APARTMENT,41.841855999,-87.628741678,"29 S Dearborn St, Chicago, Illinois, 60603",97.71,41.881629393799,-87.629304328892,4422.845164103046
14122247,JK163261,2026-02-26T19:52:00.000,105XX S RHODES AVE,ASSAULT,SIMPLE,RESIDENCE,41.70348756,-87.610003416,"S Rhodes Ave, Chicago, Illinois, 60616",92.71,41.836643433482,-87.613447947122,14809.01299688424
14122172,JK163234,2026-02-26T19:52:00.000,014XX E 70TH ST,OTHER OFFENSE,OTHER VEHICLE OFFENSE,APARTMENT,41.767853821,-87.588716387,"14 E 70th St, Chicago, Illinois, 60637",96.56,41.767370459661,-87.624285091598,2950.3812052421817
14122106,JK163259,2026-02-26T19:47:00.000,102XX S STATE ST,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,41.70869022,-87.623554256,"102 S State St, Chicago, Illinois, 60603",97.6,41.880645824241,-87.627882305834,19123.95687177675
14122275,JK163232,2026-02-26T19:46:00.000,047XX N CLARENDON AVE,BATTERY,"AGGRAVATED - HANDS, FISTS, FEET, NO / MINOR INJURY",HOSPITAL BUILDING / GROUNDS,41.967895809,-87.650082791,"N Clarendon Ave, Chicago, Illinois, 60613",93.52,41.956551370781,-87.649745317277,1261.7525507763096
14122156,JK163189,2026-02-26T19:34:00.000,031XX W OHIO ST,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,41.891904878,-87.705731347,"31 W Ohio St, Chicago, Illinois, 60654",97.56,41.892417695836,-87.629305627001,6326.306078172003
